,article_id,article_title,article_writer,article_view,article_like,article_comment,article_datetime
79,963941010,[미개봉]그램15 15Z95N-GP79ML i7/16GB/512GB 판매,type0214,8,0,0,2023-01-01 17:45:10
80,963937625,L﻿enovo 게이밍노트북 700-15isk i5-6 GTX950M 34만,notebookseller,5,0,0,2023-01-01 17:23:50
81,963936325,[미개봉]LG 그램15 11세대 15Z95N-GP50ML 노트북판매,type0214,6,0,0,2023-01-01 17:16:04
82,963931125,[미개봉]LG 그램16 16Z90P-GP70ML i7/16GB/256 판매,type0214,2,0,0,2023-01-01 16:46:56
83,963926023,[미개봉]그램14 14ZB90Q-GP56ML i5/16GB 12세대 판매,type0214,2,0,0,2023-01-01 16:18:04
84,963925286,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,5,0,0,2023-01-01 16:13:40
85,963895262,[판매] 튜닝케이스 10세대 RTX2070,ani0069,16,0,0,2023-01-01 13:14:49
86,963893609,[판매]삼성 잉크젯 정품무한 SL-T1670 잉크 미개봉신품 양산,ram2194,7,0,0,2023-01-01 13:06:01
87,963892230,[판매]삼성전자 SMART M5 S27BM500 미개봉신품,ram2194,19,0,0,2023-01-01 12:57:54
88,963890139,[판매]삼성전자 S34J550 34인치 WQHD 미개봉신품 부산,ram2194,18,0,0,2023-01-01 12:45:40
89,963878649,[판매]라이젠 컴퓨터 3200G/4350G/4600G/4650G/5600G/리니지M,ckworhks01,3,0,0,2023-01-01 11:38:57
90,963878529,[판매]라이젠 조립PC 컴퓨터 1700/2700/2700X/3600/오딘/리니지M,ckworhks01,5,0,0,2023-01-01 11:38:16
91,963878400,"[판매]8,9세대 조립PC 컴퓨터,사무용,게이밍/당일출고/19만5천원부터",ckworhks01,3,0,0,2023-01-01 11:37:31
92,963862837,[판매]LG전자 32MN600PW 32인치 모니터 미개봉신품 부산,ram2194,25,0,0,2023-01-01 10:09:40
93,963841923,[판매]]] 맞춤형 컴퓨터 판매합니다 [복구프로그램 ][맞춤상담],minzzz09,9,0,0,2023-01-01 06:10:25
94,963824693,"[판매]6,7세대 조립PC 컴퓨터,사무용,게이밍/당일출고/13만5천원부터",ansejun123,2,0,0,2023-01-01 00:54:10
95,963824600,"[판매] 4세대 조립PC 컴퓨터,사무용,게이밍/당일출고/10만5천원부터",ansejun123,2,0,0,2023-01-01 00:53:15
96,963824508,"[판매]인텔2,3세대 조립PC 컴퓨터,사무용,게이밍/당일출고/9만원부터",ansejun123,4,0,0,2023-01-01 00:52:24
97,963817017,[판매]가정용 사무용 게임용 중고 컴퓨터 모니터,lbh9063,6,0,0,2022-12-31 23:43:19
98,963816093,[판매]특A급 델 15-3567 i5 7세대 중고노트북 / 수량,notebookseller,6,0,0,2022-12-31 23:35:30
99,963815831,[판매] 사무용 게임용 게이밍 중고 컴퓨터 모니터,lbh9063,7,0,0,2022-12-31 23:33:15
